R_ID	SeqId	SomaId	TargetFullName	Target	UniProt	EntrezGeneID	EntrezGeneSymbol	Organism	Units	Type
NID1	3213-65_2	SL000640	Nidogen-1	Nidogen	P14543	4811	NID1	Human	RFU	Protein
NID2	3633-70_5	SL008193	Nidogen-2	NID2	Q14112	22795	NID2	Human	RFU	Protein
NLGN4X	5357-60_3	SL014113	Neuroligin-4, X-linked	NLGNX	Q8N0W4	57502	NLGN4X	Human	RFU	Protein
NME1	5909-51_3	SL003687	Nucleoside diphosphate kinase A	Nucleoside diphosphate kinase A	P15531	4830	NME1	Human	RFU	Protein
NME2	4249-64_2	SL004921	Nucleoside diphosphate kinase B	NDP kinase B	P22392	4831	NME2	Human	RFU	Protein
NMT1	5196-7_3	SL006476	Glycylpeptide N-tetradecanoyltransferase 1	NMT1	P30419	4836	NMT1	Human	RFU	Protein
NOG	5846-24_3	SL004683	Noggin	Noggin	Q13253	9241	NOG	Human	RFU	Protein
NOTCH1	5107-7_2	SL005703	Neurogenic locus notch homolog protein 1	Notch 1	P46531	4851	NOTCH1	Human	RFU	Protein
NOTCH2	5106-52_3	SL007356	Neurogenic locus notch homolog protein 2	NOTC2	Q04721	4853	NOTCH2	Human	RFU	Protein
NOTCH3	5108-72_3	SL005209	Neurogenic locus notch homolog protein 3	Notch-3	Q9UM47	4854	NOTCH3	Human	RFU	Protein
NOV	2737-22_2	SL005236	Protein NOV homolog	NovH	P48745	4856	NOV	Human	RFU	Protein
NPPA	5443-62_2	SL002505	Atrial natriuretic factor	ANP	P01160	4878	NPPA	Human	RFU	Rat Protein
NPPB	3723-1_2	SL000306	Brain natriuretic peptide 32	BNP-32	P16860	4879	NPPB	Human	RFU	Protein
NPPB.1	7655-11_3	SL002785	N-terminal pro-BNP	N-terminal pro-BNP	P16860	4879	NPPB	Human	RFU	Protein
NR1D1	5236-2_3	SL007145	Nuclear receptor subfamily 1 group D member 1	NR1D1	P20393	9572	NR1D1	Human	RFU	Protein
NR3C1	2857-70_2	SL006914	Glucocorticoid receptor	Glucocorticoid receptor	P04150	2908	NR3C1	Human	RFU	Protein
NRCAM	5109-24_3	SL005210	Neuronal cell adhesion molecule	Nr-CAM	Q92823	4897	NRCAM	Human	RFU	Protein
NRG1	9178-30_3	SL004297	Neuregulin-1	NEUREGULIN-1	Q02297	3084	NRG1	Human	RFU	Protein
NRG4	14139-16_3	SL007828	Neuregulin-4	NRG4	Q8WWG1	145957	NRG4	Human	RFU	Protein
NRP1	5542-22_2	SL006397	Neuropilin-1	NRP1	O14786	8829	NRP1	Human	RFU	Protein
NRXN1	5110-84_3	SL009054	Neurexin-1-beta	NRX1B	P58400	9378	NRXN1	Human	RFU	Protein
NRXN3	5111-15_3	SL008728	Neurexin-3-beta	NRX3B	Q9HDB5	9369	NRXN3	Human	RFU	Protein
NSFL1C	4250-23_3	SL006268	NSFL1 cofactor p47	NSF1C	Q9UNZ2	55968	NSFL1C	Human	RFU	Protein
NTF3	4145-58_2	SL004359	Neurotrophin-3	Neurotrophin-3	P20783	4908	NTF3	Human	RFU	Protein
NTF4	4146-58_2	SL004360	Neurotrophin-4	Neurotrophin-5	P34130	4909	NTF4	Human	RFU	Protein
NTN1	6649-51_3	SL012395	Netrin-1	NET1	O95631	9423	NTN1	Human	RFU	Protein
NTN4	3327-27_1	SL007673	Netrin-4	NET4	Q9HB63	59277	NTN4	Human	RFU	Protein
NTRK1	3477-63_2	SL005225	High affinity nerve growth factor receptor	TrkA	P04629	4914	NTRK1	Human	RFU	Protein
NTRK2	4866-59_2	SL004160	BDNF/NT-3 growth factors receptor	TrkB	Q16620	4915	NTRK2	Human	RFU	Protein
NTRK3	2658-27_1	SL004639	NT-3 growth factor receptor	TrkC	Q16288	4916	NTRK3	Human	RFU	Protein
NUDCD3	4254-6_2	SL011768	NudC domain-containing protein 3	NUDC3	Q8IVD9	23386	NUDCD3	Human	RFU	Protein
NXPH1	4562-1_2	SL012457	Neurexophilin-1	NXPH1	P58417	30010	NXPH1	Human	RFU	Protein
OAS1	10361-25_3	SL014684	2'-5'-oligoadenylate synthase 1	OAS1	P00973	4938	OAS1	Human	RFU	Protein
OCIAD1	3635-76_4	SL010530	OCIA domain-containing protein 1	OCAD1	Q9NX40	54940	OCIAD1	Human	RFU	Protein
OLFM4	4769-10_3	SL008590	Olfactomedin-4	Olfactomedin-4	Q6UX06	10562	OLFM4	Human	RFU	Protein
OLR1	3636-37_4	SL007327	Oxidized low-density lipoprotein receptor 1	OLR1	P78380	4973	OLR1	Human	RFU	Protein
OMD	5358-3_3	SL008574	Osteomodulin	OMD	Q99983	4958	OMD	Human	RFU	Protein
OPCML	3634-5_4	SL005491	Opioid-binding protein/cell adhesion molecule	OBCAM	Q14982	4978	OPCML	Human	RFU	Protein
OSM	2693-20_3	SL000530	Oncostatin-M	OSM	P13725	5008	OSM	Human	RFU	Protein
P4HB	4278-14_3	SL004901	Protein disulfide-isomerase	Protein disulfide-isomerase	P07237	5034	P4HB	Human	RFU	Protein
PA2G4	4258-15_2	SL008331	Proliferation-associated protein 2G4	PA2G4	Q9UQ80	5036	PA2G4	Human	RFU	Protein
PAFAH1B2	2642-4_1	SL004760	Platelet-activating factor acetylhydrolase IB subunit beta	PAFAH beta subunit	P68402	5049	PAFAH1B2	Human	RFU	Protein
PAK3	3387-1_2	SL010508	Serine/threonine-protein kinase PAK 3	PAK3	O75914	5063	PAK3	Human	RFU	Protein
PAK6	3827-22_1	SL010509	Serine/threonine-protein kinase PAK 6	PAK6	Q9NQU5	56924	PAK6	Human	RFU	Protein
PAK7	3388-58_2	SL010510	Serine/threonine-protein kinase PAK 7	PAK7	Q9P286	57144	PAK7	Human	RFU	Protein
PAPPA	4148-49_2	SL002755	Pappalysin-1	PAPP-A	Q13219	5069	PAPPA	Human	RFU	Protein
PARK7	5016-61_2	SL008933	Protein deglycase DJ-1	PARK7	Q99497	11315	PARK7	Human	RFU	Protein
PCNA	2915-6_2	SL000131	Proliferating cell nuclear antigen	PCNA	P12004	5111	PCNA	Human	RFU	Protein
PCSK7	4459-68_2	SL014069	Proprotein convertase subtilisin/kexin type 7	PCSK7	Q16549	9159	PCSK7	Human	RFU	Protein
PCSK9	5231-79_3	SL012707	Proprotein convertase subtilisin/kexin type 9	PCSK9	Q8NBP7	255738	PCSK9	Human	RFU	Protein
PDCD1LG2	3004-67_2	SL004862	Programmed cell death 1 ligand 2	PD-L2	Q9BQ51	80380	PDCD1LG2	Human	RFU	Protein
PDE11A	5252-33_3	SL016555	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A	PDE11	Q9HCR9	50940	PDE11A	Human	RFU	Protein
PDE1A	5253-1_2	SL011400	Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A	PDE1A	P54750	5136	PDE1A	Human	RFU	Protein
PDE2A	5246-64_3	SL005730	cGMP-dependent 3',5'-cyclic phosphodiesterase	cGMP-stimulated PDE	O00408	5138	PDE2A	Human	RFU	Protein
PDE3A	5254-69_3	SL016553	cGMP-inhibited 3',5'-cyclic phosphodiesterase A	PDE3A	Q14432	5139	PDE3A	Human	RFU	Protein
PDE4D	5255-22_3	SL011404	cAMP-specific 3',5'-cyclic phosphodiesterase 4D	PDE4D	Q08499	5144	PDE4D	Human	RFU	Protein
PDE5A	5256-86_3	SL011405	cGMP-specific 3',5'-cyclic phosphodiesterase	PDE5A	O76074	8654	PDE5A	Human	RFU	Protein
PDE7A	5178-5_3	SL011406	High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A	PDE7A	Q13946	5150	PDE7A	Human	RFU	Protein
PDE9A	5201-50_4	SL016554	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A	PDE9A	O76083	5152	PDE9A	Human	RFU	Protein
PDGFA	4499-21_1	SL000535	Platelet-derived growth factor subunit A	PDGF-AA	P04085	5154	PDGFA	Human	RFU	Protein
PDGFB	4149-8_2	SL000537	Platelet-derived growth factor subunit B	PDGF-BB	P01127	5155	PDGFB	Human	RFU	Protein
PDGFC	3828-54_2	SL011071	Platelet-derived growth factor C	PDGF-CC	Q9NRA1	56034	PDGFC	Human	RFU	Protein
PDGFRA	10366-11_3	SL001728	Platelet-derived growth factor receptor alpha	PDGFRA	P16234	5156	PDGFRA	Human	RFU	Protein
PDGFRB	3459-49_2	SL004155	Platelet-derived growth factor receptor beta	PDGF Rb	P09619	5159	PDGFRB	Human	RFU	Protein
PDIA3	4719-58_2	SL003524	Protein disulfide-isomerase A3	Protein disulfide isomerase A3	P30101	2923	PDIA3	Human	RFU	Protein
PDK1	5227-60_3	SL006921	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial	PDK1	Q15118	5163	PDK1	Human	RFU	Protein
PDPK1	4460-8_2	SL006998	3-phosphoinositide-dependent protein kinase 1	PDPK1	O15530	5170	PDPK1	Human	RFU	Protein
PDXK	11098-1_3	SL007953	Pyridoxal kinase	PDXK	O00764	8566	PDXK	Human	RFU	Protein
PDXP	3897-61_1	SL011709	Pyridoxal phosphate phosphatase	PLPP	Q96GD0	57026	PDXP	Human	RFU	Protein
PEBP1	4276-10_2	SL005358	Phosphatidylethanolamine-binding protein 1	prostatic binding protein	P30086	5037	PEBP1	Human	RFU	Protein
PECAM1	2695-25_1	SL001721	Platelet endothelial cell adhesion molecule	PECAM-1	P16284	5175	PECAM1	Human	RFU	Protein
PES1	4267-81_3	SL011772	Pescadillo homolog	PESC	O00541	23481	PES1	Human	RFU	Protein
PEX5	5915-58_3	SL012148	Peroxisomal targeting signal 1 receptor	PEX5	P50542	5830	PEX5	Human	RFU	Protein
PF4	2697-7_2	SL003041	Platelet factor 4	PF-4	P02776	5196	PF4	Human	RFU	Protein
PFDN5	4271-75_2	SL006705	Prefoldin subunit 5	PFD5	Q99471	5204	PFDN5	Human	RFU	Protein
PGAM1	3896-5_2	SL004820	Phosphoglycerate mutase 1	Phosphoglycerate mutase 1	P18669	5223	PGAM1	Human	RFU	Protein
PGD	4187-49_2	SL000247	6-phosphogluconate dehydrogenase, decarboxylating	6-Phosphogluconate dehydrogenase	P52209	5226	PGD	Human	RFU	Protein
PGF	3078-1_2	SL002640	Placenta growth factor	PlGF	P49763	5228	PGF	Human	RFU	Protein
PGK1	5020-50_1	SL003653	Phosphoglycerate kinase 1	phosphoglycerate kinase 1	P00558	5230	PGK1	Human	RFU	Protein
PGLYRP1	3329-14_2	SL004515	Peptidoglycan recognition protein 1	PGRP-S	O75594	8993	PGLYRP1	Human	RFU	Protein
PGM1	9173-21_3	SL008094	Phosphoglucomutase-1	PGM1	P36871	5236	PGM1	Human	RFU	Protein
PI3	4982-54_1	SL004458	Elafin	Elafin	P19957	5266	PI3	Human	RFU	Protein
PIANP	14114-18_3	SL019019	PILR alpha-associated neural protein	PIANP	Q8IYJ0	196500	PIANP	Human	RFU	Protein
PIAS4	10342-55_3	SL019096	E3 SUMO-protein ligase PIAS4	PIAS4	Q8N2W9	51588	PIAS4	Human	RFU	Protein
PIGR	3216-2_2	SL005797	Polymeric immunoglobulin receptor	PIGR	P01833	5284	PIGR	Human	RFU	Protein
PIK3CA.PIK3R1	3390-72_2	SL010512	PIK3CA/PIK3R1	PIK3CA/PIK3R1	P42336 P27986	5290 5295	PIK3CA PIK3R1	Human	RFU	Protein
PIK3CG	3391-10_2	SL007250	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform	PK3CG	P48736	5294	PIK3CG	Human	RFU	Protein
PIM1	5359-65_3	SL002702	Serine/threonine-protein kinase pim-1	PIM1	P11309	5292	PIM1	Human	RFU	Protein
PKM2	4240-31_2	SL002650	Pyruvate kinase PKM	M2-PK	P14618	5315	PKM2	Human	RFU	Protein
PLA2G10	2949-6_2	SL004067	Group 10 secretory phospholipase A2	GX	O15496	8399	PLA2G10	Human	RFU	Protein
PLA2G1B	4910-21_1	SL004064	Phospholipase A2	GIB	P04054	5319	PLA2G1B	Human	RFU	Protein
PLA2G2A	2692-74_2	SL002528	Phospholipase A2, membrane associated	NPS-PLA2	P14555	5320	PLA2G2A	Human	RFU	Protein
PLA2G2E	2447-7_4	SL004066	Group IIE secretory phospholipase A2	GIIE	Q9NZK7	30814	PLA2G2E	Human	RFU	Protein
PLA2G5	2449-1_4	SL004182	Calcium-dependent phospholipase A2	GV	P39877	5322	PLA2G5	Human	RFU	Protein
PLA2G7	5015-15_1	SL003440	Platelet-activating factor acetylhydrolase	PAFAH	Q13093	7941	PLA2G7	Human	RFU	Protein
PLAT	2212-69_1	SL000053	Tissue-type plasminogen activator	tPA	P00750	5327	PLAT	Human	RFU	Protein
PLAU	4158-54_2	SL000613	Urokinase-type plasminogen activator	uPA	P00749	5328	PLAU	Human	RFU	Protein
PLAUR	2652-15_1	SL002506	Urokinase plasminogen activator surface receptor	suPAR	Q03405	5329	PLAUR	Human	RFU	Protein
PLCG1	4563-61_2	SL012108	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	PLCG1	P19174	5335	PLCG1	Human	RFU	Protein
PLG	3710-49_2	SL000268	Angiostatin	Angiostatin	P00747	5340	PLG	Human	RFU	Protein
PLG.1	4150-75_2	SL000540	Plasmin	Plasmin	P00747	5340	PLG	Human	RFU	Protein
PLG.2	4151-6_2	SL000541	Plasminogen	Plasminogen	P00747	5340	PLG	Human	RFU	Protein
PLK1	3394-81_2	SL005258	Serine/threonine-protein kinase PLK1	PLK-1	P53350	5347	PLK1	Human	RFU	Protein
PLXNB2	9216-100_3	SL009948	Plexin-B2	PLXB2	O15031	23654	PLXNB2	Human	RFU	Protein
PLXNC1	4564-2_2	SL006406	Plexin-C1	PLXC1	O60486	10154	PLXNC1	Human	RFU	Protein
POMC	2558-51_3	SL000300	Beta-endorphin	b-Endorphin	P01189	5443	POMC	Human	RFU	Protein
POMC.1	4890-10_1	SL003461	Corticotropin	ACTH	P01189	5443	POMC	Human	RFU	Protein
POMC.2	9204-33_3	SL009210	Pro-opiomelanocortin	Corticotropin-lipotropin	P01189	5443	POMC	Human	RFU	Protein
PON1	4261-55_2	SL005493	Serum paraoxonase/arylesterase 1	paraoxonase 1	P27169	5444	PON1	Human	RFU	Protein
POR	2731-29_2	SL000528	NADPH--cytochrome P450 reductase	NADPH-P450 Oxidoreductase	P16435	5447	POR	Human	RFU	Protein
POSTN	3457-57_1	SL005084	Periostin	Periostin	Q15063	10631	POSTN	Human	RFU	Protein
PPA1	5021-13_1	SL004914	Inorganic pyrophosphatase	PPase	Q15181	5464	PPA1	Human	RFU	Protein
PPBP	2790-54_2	SL003191	Neutrophil-activating peptide 2	NAP-2	P02775	5473	PPBP	Human	RFU	Protein
PPBP.1	4544-4_3	SL004708	Connective tissue-activating peptide III	CTAP-III	P02775	5473	PPBP	Human	RFU	Protein
PPIA	3844-2_1	SL004823	Peptidyl-prolyl cis-trans isomerase A	Cyclophilin A	P62937	5478	PPIA	Human	RFU	Protein
PPIB	4718-5_2	SL007869	Peptidyl-prolyl cis-trans isomerase B	PPIB	P23284	5479	PPIB	Human	RFU	Protein
PPID	5202-4_3	SL007373	Peptidyl-prolyl cis-trans isomerase D	PPID	Q08752	5481	PPID	Human	RFU	Protein
PPIE	5238-26_3	SL013928	Peptidyl-prolyl cis-trans isomerase E	PPIE	Q9UNP9	10450	PPIE	Human	RFU	Protein
PPIF	5248-68_2	SL005793	Peptidyl-prolyl cis-trans isomerase F, mitochondrial	Cyclophilin F	P30405	10105	PPIF	Human	RFU	Protein
PPP3CA.PPP3R1	4903-72_1	SL003657	Calcineurin	Calcineurin	Q08209  P63098	5530 5534	PPP3CA PPP3R1	Human	RFU	Protein
PPP3R1	3657-74_3	SL004720	Calcineurin subunit B type 1	Calcineurin B a	P63098	5534	PPP3R1	Human	RFU	Protein
PPY	4588-1_2	SL011499	Pancreatic hormone	PH	P01298	5539	PPY	Human	RFU	Protein
PRDX1	3855-56_1	SL004919	Peroxiredoxin-1	Peroxiredoxin-1	Q06830	5052	PRDX1	Human	RFU	Protein
PRDX5	5017-19_1	SL004932	Peroxiredoxin-5, mitochondrial	Peroxiredoxin-5	P30044	25824	PRDX5	Human	RFU	Protein
PRDX6	5018-68_1	SL005694	Peroxiredoxin-6	Peroxiredoxin-6	P30041	9588	PRDX6	Human	RFU	Protein
PRKAA1.PRKAB1..PRKAG1	5183-53_3	SL016548	AMP Kinase (alpha1beta1gamma1)	AMPK a1b1g1	Q13131 Q9Y478 P54619	5562 5564 5571	PRKAA1 PRKAB1  PRKAG1	Human	RFU	Protein
PRKAA2.PRKAB2.PRKAG1	5245-40_5	SL016549	AMP Kinase (alpha2beta2gamma1)	AMPK a2b2g1	P54646 O43741 P54619	5563 5565 5571	PRKAA2 PRKAB2 PRKAG1	Human	RFU	Protein
PRKACA	3466-8_2	SL010513	cAMP-dependent protein kinase catalytic subunit alpha	PRKACA	P17612	5566	PRKACA	Human	RFU	Protein
PRKCA	2644-11_2	SL000551	Protein kinase C alpha type	PKC-A	P17252	5578	PRKCA	Human	RFU	Protein
PRKCB	5475-10_3	SL000553	Protein kinase C beta type (splice variant beta-II)	PKC-B-II	P05771	5579	PRKCB	Human	RFU	Protein
PRKCD	2869-68_3	SL000554	Protein kinase C delta type	PKC-D	Q05655	5580	PRKCD	Human	RFU	Protein
PRKCG	5476-66_3	SL000556	Protein kinase C gamma type	PKC-G	P05129	5582	PRKCG	Human	RFU	Protein
PRKCI	3379-29_1	SL007228	Protein kinase C iota type	KPCI	P41743	5584	PRKCI	Human	RFU	Protein
PRKCQ	3817-18_1	SL007358	Protein kinase C theta type	KPCT	Q04759	5588	PRKCQ	Human	RFU	Protein
PRKCZ	2645-54_1	SL000557	Protein kinase C zeta type	PKC-Z	Q05513	5590	PRKCZ	Human	RFU	Protein
PRL	2585-2_5	SL000546	Prolactin	PRL	P01236	5617	PRL	Human	RFU	Protein
PRLR	5114-65_3	SL005212	Prolactin receptor	Prolactin Receptor	P16471	5618	PRLR	Human	RFU	Protein
PROC	2961-1_2	SL000048	Vitamin K-dependent protein C	Protein C	P04070	5624	PROC	Human	RFU	Protein
PROC.1	3758-68_3	SL003974	Activated Protein C	Activated Protein C	P04070	5624	PROC	Human	RFU	Protein
PROK1	2247-20_11	SL004332	Prokineticin-1	EG-VEGF	P58294	84432	PROK1	Human	RFU	Protein
PROS1	2700-56_2	SL000049	Vitamin K-dependent protein S	Protein S	P07225	5627	PROS1	Human	RFU	Protein
PRSS1	3049-61_2	SL000603	Trypsin-1	Trypsin	P07477	5644	PRSS1	Human	RFU	Protein
PRSS2	5034-79_1	SL010388	Trypsin-2	Trypsin 2	P07478	5645	PRSS2	Human	RFU	Protein
PRSS22	4534-10_2	SL012822	Brain-specific serine protease 4	BSSP4	Q9GZN4	64063	PRSS22	Human	RFU	Protein
PRSS27	3624-3_4	SL011069	Serine protease 27	Marapsin	Q9BQR3	83886	PRSS27	Human	RFU	Protein
PRSS3	3479-71_2	SL006480	Trypsin-3	TRY3	P35030	5646	PRSS3	Human	RFU	Protein
PRTN3	3514-49_2	SL004008	Myeloblastin	Proteinase-3	P24158	5657	PRTN3	Human	RFU	Protein
PSMA1	3859-50_2	SL010973	Proteasome subunit alpha type-1	PSA1	P25786	5682	PSMA1	Human	RFU	Protein
PSMA2	4280-47_2	SL008865	Proteasome subunit alpha type-2	PSA2	P25787	5683	PSMA2	Human	RFU	Protein
PSMA6	3860-7_2	SL005630	Proteasome subunit alpha type-6	PSA6	P60900	5687	PSMA6	Human	RFU	Protein
PSMD7	3898-5_2	SL007266	26S proteasome non-ATPase regulatory subunit 7	PSD7	P51665	5713	PSMD7	Human	RFU	Protein
PSME1	5918-5_3	SL008176	Proteasome activator complex subunit 1	PSME1	Q06323	5720	PSME1	Human	RFU	Protein
PSME3	5204-13_3	SL005308	Proteasome activator complex subunit 3	PSME3	P61289	10197	PSME3	Human	RFU	Protein
PSPN	2696-87_2	SL004685	Persephin	Persephin	O60542	5623	PSPN	Human	RFU	Protein
PTEN	3831-21_1	SL003761	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	pTEN	P60484	5728	PTEN	Human	RFU	Protein
PTGS2	3761-4_2	SL000027	Prostaglandin G/H synthase 2	COX-2	P35354	5743	PTGS2	Human	RFU	Protein
PTH	5954-62_3	SL003970	Parathyroid hormone	PTH	P01270	5741	PTH	Human	RFU	Protein
PTHLH	2962-50_2	SL002561	Parathyroid hormone-related protein	PTHrP	P12272	5744	PTHLH	Human	RFU	Protein
PTK2	4986-59_1	SL012248	Focal adhesion kinase 1	FAK1	Q05397	5747	PTK2	Human	RFU	Protein
PTK6	3832-51_1	SL010514	Protein-tyrosine kinase 6	PTK6	Q13882	5753	PTK6	Human	RFU	Protein
PTN	3045-72_2	SL002704	Pleiotrophin	PTN	P21246	5764	PTN	Human	RFU	Protein
PTPN1	3005-5_2	SL004939	Tyrosine-protein phosphatase non-receptor type 1	PTP-1B	P18031	5770	PTPN1	Human	RFU	Protein
PTPN11	3397-7_4	SL010616	Tyrosine-protein phosphatase non-receptor type 11	SHP-2	Q06124	5781	PTPN11	Human	RFU	Protein
PTPN2	3401-8_2	SL005261	Tyrosine-protein phosphatase non-receptor type 2	TCPTP	P17706	5771	PTPN2	Human	RFU	Protein
PTPN6	4318-12_3	SL004940	Tyrosine-protein phosphatase non-receptor type 6	PTP-1C	P29350	5777	PTPN6	Human	RFU	Protein
PYY	3727-35_1	SL011509	Peptide YY	PYY	P10082	5697	PYY	Human	RFU	Protein
RAC1	2870-29_2	SL004009	Ras-related C3 botulinum toxin substrate 1	RAC1	P63000	5879	RAC1	Human	RFU	Protein
RAC3	5271-5_2	SL007310	Ras-related C3 botulinum toxin substrate 3	RAC3	P60763	5881	RAC3	Human	RFU	Protein
RAD51	2871-73_2	SL006922	DNA repair protein RAD51 homolog 1	RAD51	Q06609	5888	RAD51	Human	RFU	Protein
RAN	4282-3_2	SL005034	GTP-binding nuclear protein Ran	RAN	P62826	5901	RAN	Human	RFU	Protein
RARRES2	3079-62_2	SL005152	Retinoic acid receptor responder protein 2	TIG2	Q99969	5919	RARRES2	Human	RFU	Protein
RASA1	5481-16_3	SL013754	Ras GTPase-activating protein 1	RASA1	P20936	5921	RASA1	Human	RFU	Protein
RB1	5024-67_1	SL002522	Retinoblastoma-associated protein	Rb	P06400	5925	RB1	Human	RFU	Protein
RBM39	4284-18_3	SL011535	RNA-binding protein 39	RBM39	Q14498	9584	RBM39	Human	RFU	Protein
RBP4	5482-61_3	SL000566	Retinol-binding protein 4	RBP	P02753	5950	RBP4	Human	RFU	Protein
REG1A	13095-51_3	SL005357	Lithostathine-1-alpha	PSP	P05451	5967	REG1A	Human	RFU	Protein
REG4	11102-22_3	SL012561	Regenerating islet-derived protein 4	REG4	Q9BYZ8	83998	REG4	Human	RFU	Protein
RELT	5115-31_3	SL005213	Tumor necrosis factor receptor superfamily member 19L	RELT	Q969Z4	84957	RELT	Human	RFU	Protein
REN	3396-54_2	SL000565	Renin	Renin	P00797	5972	REN	Human	RFU	Protein
RET	3220-40_2	SL010378	Proto-oncogene tyrosine-protein kinase receptor Ret	RET	P07949	5979	RET	Human	RFU	Protein
RETN	3046-31_1	SL004260	Resistin	resistin	Q9HD89	56729	RETN	Human	RFU	Protein
RGMA	5483-1_3	SL010467	Repulsive guidance molecule A	RGMA	Q96B86	56963	RGMA	Human	RFU	Protein
RGMB	3331-8_1	SL010468	RGM domain family member B	RGMB	Q6NW40	285704	RGMB	Human	RFU	Protein
RNASEH1	8470-213_3	SL017528	Ribonuclease H1	RNase H1	O60930	246243	RNASEH1	Human	RFU	Protein
RNF43	14120-2_3	SL018629	E3 ubiquitin-protein ligase RNF43	RNF43	Q68DV7	54894	RNF43	Human	RFU	Protein
ROBO2	5116-62_2	SL007680	Roundabout homolog 2	ROBO2	Q9HCK4	6092	ROBO2	Human	RFU	Protein
ROBO3	5117-14_3	SL014148	Roundabout homolog 3	ROBO3	Q96MS0	64221	ROBO3	Human	RFU	Protein
ROR1	8474-6_3	SL006114	Tyrosine-protein kinase transmembrane receptor ROR1	ROR1	Q01973	4919	ROR1	Human	RFU	Protein
RPS27A	2846-24_2	SL000605	Ubiquitin+1, truncated mutation for UbB	Ubiquitin+1	P62979	6233	RPS27A	Human	RFU	Protein
RPS27A.1	4474-19_2	SL004070	Ubiquitin	Ubiquitin	P62979	6233	RPS27A	Human	RFU	Protein
RPS3	5026-66_1	SL008059	40S ribosomal protein S3	RS3	P23396	6188	RPS3	Human	RFU	Protein
RPS3A	5484-63_3	SL011588	40S ribosomal protein S3a	RS3A	P61247	6189	RPS3A	Human	RFU	Protein
RPS6KA3	3469-74_1	SL010515	Ribosomal protein S6 kinase alpha-3	RPS6KA3	P51812	6197	RPS6KA3	Human	RFU	Protein
RPS6KA5	3865-53_1	SL006919	Ribosomal protein S6 kinase alpha-5	RSK-like protein kinase	O75582	9252	RPS6KA5	Human	RFU	Protein
RPS7	3864-5_2	SL011528	40S ribosomal protein S7	RS7	P62081	6201	RPS7	Human	RFU	Protein
RPSA	4957-1_2	SL004605	40S ribosomal protein SA	40S ribosomal protein SA	P08865	3921	RPSA	Human	RFU	Protein
RSPO2	4566-24_3	SL013989	R-spondin-2	RSPO2	Q6UXX9	340419	RSPO2	Human	RFU	Protein
RSPO3	13094-75_3	SL018509	R-spondin-3	RSPO3	Q9BXY4	84870	RSPO3	Human	RFU	Protein
RSPO4	8464-31_3	SL012517	R-spondin-4	RSPO4	Q2I0M5	343637	RSPO4	Human	RFU	Protein
RTN4R	5105-2_3	SL005208	Reticulon-4 receptor	Nogo Receptor	Q9BZR6	65078	RTN4R	Human	RFU	Protein
RXFP1	14135-3_3	SL020172	Relaxin receptor 1	RXFP1	Q9HBX9		RXFP1	Human	RFU	Protein
S100A12	5852-6_3	SL004783	Protein S100-A12	S100A12	P80511	6283	S100A12	Human	RFU	Protein
S100A4	14116-129_3	SL004821	Protein S100-A4	S100A4	P26447	6275	S100A4	Human	RFU	Protein
S100A6	13090-17_3	SL004827	Protein S100-A6	S100A6	P06703	6277	S100A6	Human	RFU	Protein
S100A7	5921-58_3	SL004829	Protein S100-A7	S100A7	P31151	6278	S100A7	Human	RFU	Protein
S100A9	5339-49_3	SL004477	Protein S100-A9	calgranulin B	P06702	6280	S100A9	Human	RFU	Protein
SAA1	4336-2_1	SL000572	Serum amyloid A-1 protein	SAA	P0DJI8	6288	SAA1	Human	RFU	Protein
SBDS	3866-7_2	SL011529	Ribosome maturation protein SBDS	SBDS	Q9Y3A5	51119	SBDS	Human	RFU	Protein
SCARB2	5100-53_3	SL005197	Lysosome membrane protein 2	LIMP II	Q14108	950	SCARB2	Human	RFU	Protein
SCARF1	5129-12_3	SL005221	Scavenger receptor class F member 1	SREC-I	Q14162	8578	SCARF1	Human	RFU	Protein
SCARF2	5130-67_3	SL005222	Scavenger receptor class F member 2	SREC-II	Q96GP6	91179	SCARF2	Human	RFU	Protein
SCGB2A1	5001-6_2	SL001973	Mammaglobin-B	Mammaglobin 2	O75556	4246	SCGB2A1	Human	RFU	Protein
SCT	3728-52_2	SL000570	Secretin	Secretin	P09683	6343	SCT	Human	RFU	Protein
SECTM1	13093-6_3	SL005430	Secreted and transmembrane protein 1	SECTM1	Q8WVN6	6398	SECTM1	Human	RFU	Protein
SELE	3470-1_2	SL001945	E-selectin	sE-Selectin	P16581	6401	SELE	Human	RFU	Protein
SELL	4831-4_2	SL002823	L-Selectin	sL-Selectin	P14151	6402	SELL	Human	RFU	Protein
SELP	4154-57_2	SL000560	P-selectin	P-Selectin	P16109	6403	SELP	Human	RFU	Protein
